STATcube;;;;
;;;;
Versorgungsbilanz für Fleisch nach Arten ab 1994 in Tonnen (Q);;;;
Produkte nach Werte nach Jahr;;;;
Zählt: BRUTTOEIGENERZEUGUNG, Einfuhr lebender Tiere, Ausfuhr lebender Tiere, NETTOERZEUGUNG, Anfangsbestand, Endbestand, Einfuhr, Ausfuhr, INLANDSVERBRAUCH, Inlandsverbrauch pro Kopf in kg, SELBSTVERSORGUNGSGRAD in %, Menschlicher Verzehr, Menschlicher Verzehr pro Kopf in kg;;;;
;;;;
Produkte;Werte;Jahr;Anzahl;Anmerkungen
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;1996;15,7;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;1998;17,1;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;1999;17,3;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;1997;16,4;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2000;17,2;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2001;17,9;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2002;17,2;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2003;17,1;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2004;18,4;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2006;17,9;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2005;18,9;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2007;18,9;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2008;18,5;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2010;19,9;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2009;19,6;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2011;20,3;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2012;20,6;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2013;20,4;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2014;20,9;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2015;21;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2016;21,2;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2017;20,8;
Geflügelfleisch;Inlandsverbrauch pro Kopf in kg;2018;21;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2019;72;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2020;77;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2021;78;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2022;77;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2023;73;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;1994;85;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;1995;80;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;1996;78;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;1998;78;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;1999;75;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;1997;79;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2000;75;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2001;73;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2002;76;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2003;78;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2004;73;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2006;70;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2005;70;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2007;72;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2008;75;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2010;73;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2009;73;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2011;73;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2012;70;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2013;69;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2014;67;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2015;66;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2016;68;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2017;70;
Geflügelfleisch;SELBSTVERSORGUNGSGRAD in %;2018;71;
Geflügelfleisch;Menschlicher Verzehr;2019;110268;
Geflügelfleisch;Menschlicher Verzehr;2020;111246;
Geflügelfleisch;Menschlicher Verzehr;2021;113893;
Geflügelfleisch;Menschlicher Verzehr;2022;117714;
Geflügelfleisch;Menschlicher Verzehr;2023;121280;
Geflügelfleisch;Menschlicher Verzehr;1994;71127;
Geflügelfleisch;Menschlicher Verzehr;1995;73704;
Geflügelfleisch;Menschlicher Verzehr;1996;75292;
Geflügelfleisch;Menschlicher Verzehr;1998;82157;
Geflügelfleisch;Menschlicher Verzehr;1999;83404;
Geflügelfleisch;Menschlicher Verzehr;1997;78548;
Geflügelfleisch;Menschlicher Verzehr;2000;82848;
Geflügelfleisch;Menschlicher Verzehr;2001;85963;
Geflügelfleisch;Menschlicher Verzehr;2002;82153;
Geflügelfleisch;Menschlicher Verzehr;2003;82167;
Geflügelfleisch;Menschlicher Verzehr;2004;89719;
Geflügelfleisch;Menschlicher Verzehr;2006;88423;
Geflügelfleisch;Menschlicher Verzehr;2005;92744;
Geflügelfleisch;Menschlicher Verzehr;2007;93678;
Geflügelfleisch;Menschlicher Verzehr;2008;91956;
Geflügelfleisch;Menschlicher Verzehr;2010;99532;
Geflügelfleisch;Menschlicher Verzehr;2009;97776;
Geflügelfleisch;Menschlicher Verzehr;2011;101717;
Geflügelfleisch;Menschlicher Verzehr;2012;103170;
Geflügelfleisch;Menschlicher Verzehr;2013;102685;
Geflügelfleisch;Menschlicher Verzehr;2014;106083;
Geflügelfleisch;Menschlicher Verzehr;2015;107826;
Geflügelfleisch;Menschlicher Verzehr;2016;110346;
Geflügelfleisch;Menschlicher Verzehr;2017;108667;
Geflügelfleisch;Menschlicher Verzehr;2018;110471;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2019;12,4;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2020;12,5;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2021;12,7;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2022;13;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2023;13,3;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;1994;8,9;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;1995;9,2;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;1996;9,3;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;1998;10,2;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;1999;10,3;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;1997;9,7;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2000;10,2;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2001;10,7;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2002;10,2;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2003;10,1;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2004;11;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2006;10,7;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2005;11,3;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2007;11,3;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2008;11;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2010;11,9;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2009;11,7;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2011;12,1;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2012;12,2;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2013;12,1;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2014;12,4;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2015;12,5;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2016;12,6;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2017;12,4;
Geflügelfleisch;Menschlicher Verzehr pro Kopf in kg;2018;12,5;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2019;7815;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2020;6912;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2021;7688;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2022;7677;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2023;7858;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;1994;6359;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;1995;5893;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;1996;5641;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;1998;5769;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;1999;6223;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;1997;5695;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2000;6612;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2001;6812;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2002;6812;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2003;6895;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2004;7295;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2006;6295;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2005;7295;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2007;6925;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2008;6740;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2010;6840;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2009;6540;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2011;6540;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2012;7440;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2013;6740;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2014;6740;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2015;6940;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2016;6955;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2017;7355;
sonstiges Fleisch;BRUTTOEIGENERZEUGUNG;2018;7155;
sonstiges Fleisch;Einfuhr lebender Tiere;2019;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2020;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2021;22;
sonstiges Fleisch;Einfuhr lebender Tiere;2022;11;
sonstiges Fleisch;Einfuhr lebender Tiere;2023;9;
sonstiges Fleisch;Einfuhr lebender Tiere;1994;-;
sonstiges Fleisch;Einfuhr lebender Tiere;1995;-;
sonstiges Fleisch;Einfuhr lebender Tiere;1996;-;
sonstiges Fleisch;Einfuhr lebender Tiere;1998;-;
sonstiges Fleisch;Einfuhr lebender Tiere;1999;-;
sonstiges Fleisch;Einfuhr lebender Tiere;1997;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2000;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2001;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2002;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2003;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2004;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2006;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2005;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2007;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2008;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2010;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2009;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2011;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2012;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2013;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2014;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2015;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2016;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2017;-;
sonstiges Fleisch;Einfuhr lebender Tiere;2018;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2019;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2020;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2021;27;
sonstiges Fleisch;Ausfuhr lebender Tiere;2022;9;
sonstiges Fleisch;Ausfuhr lebender Tiere;2023;9;
sonstiges Fleisch;Ausfuhr lebender Tiere;1994;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;1995;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;1996;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;1998;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;1999;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;1997;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2000;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2001;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2002;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2003;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2004;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2006;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2005;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2007;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2008;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2010;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2009;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2011;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2012;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2013;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2014;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2015;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2016;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2017;-;
sonstiges Fleisch;Ausfuhr lebender Tiere;2018;-;
sonstiges Fleisch;NETTOERZEUGUNG;2019;7815;
sonstiges Fleisch;NETTOERZEUGUNG;2020;6912;
sonstiges Fleisch;NETTOERZEUGUNG;2021;7682;
sonstiges Fleisch;NETTOERZEUGUNG;2022;7679;
sonstiges Fleisch;NETTOERZEUGUNG;2023;7858;
sonstiges Fleisch;NETTOERZEUGUNG;1994;6359;
sonstiges Fleisch;NETTOERZEUGUNG;1995;5893;
sonstiges Fleisch;NETTOERZEUGUNG;1996;5641;
sonstiges Fleisch;NETTOERZEUGUNG;1998;5769;
sonstiges Fleisch;NETTOERZEUGUNG;1999;6223;
sonstiges Fleisch;NETTOERZEUGUNG;1997;5695;
sonstiges Fleisch;NETTOERZEUGUNG;2000;6612;
sonstiges Fleisch;NETTOERZEUGUNG;2001;6812;
sonstiges Fleisch;NETTOERZEUGUNG;2002;6812;
sonstiges Fleisch;NETTOERZEUGUNG;2003;6895;
sonstiges Fleisch;NETTOERZEUGUNG;2004;7295;
sonstiges Fleisch;NETTOERZEUGUNG;2006;6295;
sonstiges Fleisch;NETTOERZEUGUNG;2005;7295;
sonstiges Fleisch;NETTOERZEUGUNG;2007;6925;
sonstiges Fleisch;NETTOERZEUGUNG;2008;6740;
sonstiges Fleisch;NETTOERZEUGUNG;2010;6840;
sonstiges Fleisch;NETTOERZEUGUNG;2009;6540;
sonstiges Fleisch;NETTOERZEUGUNG;2011;6540;
sonstiges Fleisch;NETTOERZEUGUNG;2012;7440;
sonstiges Fleisch;NETTOERZEUGUNG;2013;6740;
sonstiges Fleisch;NETTOERZEUGUNG;2014;6740;
sonstiges Fleisch;NETTOERZEUGUNG;2015;6940;
sonstiges Fleisch;NETTOERZEUGUNG;2016;6955;
sonstiges Fleisch;NETTOERZEUGUNG;2017;7355;
sonstiges Fleisch;NETTOERZEUGUNG;2018;7155;
sonstiges Fleisch;Anfangsbestand;2019;-;
sonstiges Fleisch;Anfangsbestand;2020;-;
sonstiges Fleisch;Anfangsbestand;2021;-;
sonstiges Fleisch;Anfangsbestand;2022;-;
sonstiges Fleisch;Anfangsbestand;2023;-;
sonstiges Fleisch;Anfangsbestand;1994;-;
sonstiges Fleisch;Anfangsbestand;1995;-;
sonstiges Fleisch;Anfangsbestand;1996;-;
sonstiges Fleisch;Anfangsbestand;1998;-;
sonstiges Fleisch;Anfangsbestand;1999;-;
sonstiges Fleisch;Anfangsbestand;1997;-;
sonstiges Fleisch;Anfangsbestand;2000;-;
sonstiges Fleisch;Anfangsbestand;2001;-;
sonstiges Fleisch;Anfangsbestand;2002;-;
sonstiges Fleisch;Anfangsbestand;2003;-;
sonstiges Fleisch;Anfangsbestand;2004;-;
sonstiges Fleisch;Anfangsbestand;2006;-;
sonstiges Fleisch;Anfangsbestand;2005;-;
sonstiges Fleisch;Anfangsbestand;2007;-;
sonstiges Fleisch;Anfangsbestand;2008;-;
sonstiges Fleisch;Anfangsbestand;2010;-;
sonstiges Fleisch;Anfangsbestand;2009;-;
sonstiges Fleisch;Anfangsbestand;2011;-;
sonstiges Fleisch;Anfangsbestand;2012;-;
sonstiges Fleisch;Anfangsbestand;2013;-;
sonstiges Fleisch;Anfangsbestand;2014;-;
sonstiges Fleisch;Anfangsbestand;2015;-;
sonstiges Fleisch;Anfangsbestand;2016;-;
sonstiges Fleisch;Anfangsbestand;2017;-;
sonstiges Fleisch;Anfangsbestand;2018;-;
sonstiges Fleisch;Endbestand;2019;-;
sonstiges Fleisch;Endbestand;2020;-;
sonstiges Fleisch;Endbestand;2021;-;
sonstiges Fleisch;Endbestand;2022;-;
sonstiges Fleisch;Endbestand;2023;-;
sonstiges Fleisch;Endbestand;1994;-;
sonstiges Fleisch;Endbestand;1995;-;
sonstiges Fleisch;Endbestand;1996;-;
sonstiges Fleisch;Endbestand;1998;-;
sonstiges Fleisch;Endbestand;1999;-;
sonstiges Fleisch;Endbestand;1997;-;
sonstiges Fleisch;Endbestand;2000;-;
sonstiges Fleisch;Endbestand;2001;-;
sonstiges Fleisch;Endbestand;2002;-;
sonstiges Fleisch;Endbestand;2003;-;
sonstiges Fleisch;Endbestand;2004;-;
sonstiges Fleisch;Endbestand;2006;-;
sonstiges Fleisch;Endbestand;2005;-;
sonstiges Fleisch;Endbestand;2007;-;
sonstiges Fleisch;Endbestand;2008;-;
sonstiges Fleisch;Endbestand;2010;-;
sonstiges Fleisch;Endbestand;2009;-;
sonstiges Fleisch;Endbestand;2011;-;
sonstiges Fleisch;Endbestand;2012;-;
sonstiges Fleisch;Endbestand;2013;-;
sonstiges Fleisch;Endbestand;2014;-;
sonstiges Fleisch;Endbestand;2015;-;
sonstiges Fleisch;Endbestand;2016;-;
sonstiges Fleisch;Endbestand;2017;-;
sonstiges Fleisch;Endbestand;2018;-;
sonstiges Fleisch;Einfuhr;2019;4594;
sonstiges Fleisch;Einfuhr;2020;3182;
sonstiges Fleisch;Einfuhr;2021;3062;
sonstiges Fleisch;Einfuhr;2022;5193;
sonstiges Fleisch;Einfuhr;2023;5105;
sonstiges Fleisch;Einfuhr;1994;2155;
sonstiges Fleisch;Einfuhr;1995;5377;
sonstiges Fleisch;Einfuhr;1996;6546;
sonstiges Fleisch;Einfuhr;1998;3984;
sonstiges Fleisch;Einfuhr;1999;3591;
sonstiges Fleisch;Einfuhr;1997;3994;
sonstiges Fleisch;Einfuhr;2000;3669;
sonstiges Fleisch;Einfuhr;2001;4275;
sonstiges Fleisch;Einfuhr;2002;3752;
sonstiges Fleisch;Einfuhr;2003;4104;
sonstiges Fleisch;Einfuhr;2004;5003;
sonstiges Fleisch;Einfuhr;2006;5022;
sonstiges Fleisch;Einfuhr;2005;5405;
sonstiges Fleisch;Einfuhr;2007;5793;
sonstiges Fleisch;Einfuhr;2008;5902;
sonstiges Fleisch;Einfuhr;2010;5942;
sonstiges Fleisch;Einfuhr;2009;4770;
sonstiges Fleisch;Einfuhr;2011;4808;
sonstiges Fleisch;Einfuhr;2012;5755;
sonstiges Fleisch;Einfuhr;2013;5144;
sonstiges Fleisch;Einfuhr;2014;4642;
sonstiges Fleisch;Einfuhr;2015;4111;
sonstiges Fleisch;Einfuhr;2016;4656;
sonstiges Fleisch;Einfuhr;2017;4734;
sonstiges Fleisch;Einfuhr;2018;4856;
sonstiges Fleisch;Ausfuhr;2019;2104;
sonstiges Fleisch;Ausfuhr;2020;1648;
sonstiges Fleisch;Ausfuhr;2021;1762;
sonstiges Fleisch;Ausfuhr;2022;1869;
sonstiges Fleisch;Ausfuhr;2023;2536;
sonstiges Fleisch;Ausfuhr;1994;2062;
sonstiges Fleisch;Ausfuhr;1995;3909;
sonstiges Fleisch;Ausfuhr;1996;4184;
sonstiges Fleisch;Ausfuhr;1998;2355;
sonstiges Fleisch;Ausfuhr;1999;3468;
sonstiges Fleisch;Ausfuhr;1997;2349;
sonstiges Fleisch;Ausfuhr;2000;2965;
sonstiges Fleisch;Ausfuhr;2001;4906;
sonstiges Fleisch;Ausfuhr;2002;4260;
sonstiges Fleisch;Ausfuhr;2003;4020;
sonstiges Fleisch;Ausfuhr;2004;4405;
sonstiges Fleisch;Ausfuhr;2006;3892;
sonstiges Fleisch;Ausfuhr;2005;4386;
sonstiges Fleisch;Ausfuhr;2007;5688;
sonstiges Fleisch;Ausfuhr;2008;5580;
sonstiges Fleisch;Ausfuhr;2010;2745;
sonstiges Fleisch;Ausfuhr;2009;2586;
sonstiges Fleisch;Ausfuhr;2011;2865;
sonstiges Fleisch;Ausfuhr;2012;2567;
sonstiges Fleisch;Ausfuhr;2013;2331;
sonstiges Fleisch;Ausfuhr;2014;2265;
sonstiges Fleisch;Ausfuhr;2015;2602;
sonstiges Fleisch;Ausfuhr;2016;2532;
sonstiges Fleisch;Ausfuhr;2017;2599;
sonstiges Fleisch;Ausfuhr;2018;2386;
sonstiges Fleisch;INLANDSVERBRAUCH;2019;10306;
sonstiges Fleisch;INLANDSVERBRAUCH;2020;8445;
sonstiges Fleisch;INLANDSVERBRAUCH;2021;8888;
sonstiges Fleisch;INLANDSVERBRAUCH;2022;10912;
sonstiges Fleisch;INLANDSVERBRAUCH;2023;10324;
sonstiges Fleisch;INLANDSVERBRAUCH;1994;6452;
sonstiges Fleisch;INLANDSVERBRAUCH;1995;7362;
sonstiges Fleisch;INLANDSVERBRAUCH;1996;8003;
sonstiges Fleisch;INLANDSVERBRAUCH;1998;7397;
sonstiges Fleisch;INLANDSVERBRAUCH;1999;6346;
sonstiges Fleisch;INLANDSVERBRAUCH;1997;7340;
sonstiges Fleisch;INLANDSVERBRAUCH;2000;7316;
sonstiges Fleisch;INLANDSVERBRAUCH;2001;6181;
sonstiges Fleisch;INLANDSVERBRAUCH;2002;6305;
sonstiges Fleisch;INLANDSVERBRAUCH;2003;6979;
sonstiges Fleisch;INLANDSVERBRAUCH;2004;7894;
sonstiges Fleisch;INLANDSVERBRAUCH;2006;7425;
sonstiges Fleisch;INLANDSVERBRAUCH;2005;8314;
sonstiges Fleisch;INLANDSVERBRAUCH;2007;7030;
sonstiges Fleisch;INLANDSVERBRAUCH;2008;7062;
sonstiges Fleisch;INLANDSVERBRAUCH;2010;10037;
sonstiges Fleisch;INLANDSVERBRAUCH;2009;8724;
sonstiges Fleisch;INLANDSVERBRAUCH;2011;8483;
sonstiges Fleisch;INLANDSVERBRAUCH;2012;10628;
sonstiges Fleisch;INLANDSVERBRAUCH;2013;9552;
sonstiges Fleisch;INLANDSVERBRAUCH;2014;9117;
sonstiges Fleisch;INLANDSVERBRAUCH;2015;8449;
sonstiges Fleisch;INLANDSVERBRAUCH;2016;9079;
sonstiges Fleisch;INLANDSVERBRAUCH;2017;9490;
sonstiges Fleisch;INLANDSVERBRAUCH;2018;9626;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2019;1,2;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2020;0,9;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2021;1;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2022;1,2;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2023;1,1;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;1994;0,8;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;1995;0,9;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;1996;1;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;1998;0,9;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;1999;0,8;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;1997;0,9;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2000;0,9;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2001;0,8;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2002;0,8;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2003;0,9;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2004;1;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2006;0,9;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2005;1;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2007;0,8;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2008;0,8;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2010;1,2;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2009;1;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2011;1;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2012;1,3;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2013;1,1;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2014;1,1;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2015;1;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2016;1;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2017;1,1;
sonstiges Fleisch;Inlandsverbrauch pro Kopf in kg;2018;1,1;
sonstiges Fleisch;SELBSTVERSORGUNGSGRAD in %;2019;76;
sonstiges Fleisch;SELBSTVERSORGUNGSGRAD in %;2020;82;
sonstiges Fleisch;SELBSTVERSORGUNGSGRAD in %;2021;86;
sonstiges Fleisch;SELBSTVERSORGUNGSGRAD in %;2022;70;
sonstiges Fleisch;SELBSTVERSORGUNGSGRAD in %;2023;76;
sonstiges Fleisch;SELBSTVERSORGUNGSGRAD in %;1994;99;
sonstiges Fleisch;SELBSTVERSORGUNGSGRAD in %;1995;80;
sonstiges Fleisch;SELBSTVERSORGUNGSGRAD in %;1996;70;
sonstiges Fleisch;SELBSTVERSORGUNGSGRAD in %;1998;78;
sonstiges Fleisch;SELBSTVERSORGUNGSGRAD in %;1999;98;
sonstiges Fleisch;SELBSTVERSORGUNGSGRAD in %;1997;78;
sonstiges Fleisch;SELBSTVERSORGUNGSGRAD in %;2000;90;
sonstiges Fleisch;SELBSTVERSORGUNGSGRAD in %;2001;110;
sonstiges Fleisch;SELBSTVERSORGUNGSGRAD in %;2002;108;
sonstiges Fleisch;SELBSTVERSORGUNGSGRAD in %;2003;99;
sonstiges Fleisch;SELBSTVERSORGUNGSGRAD in %;2004;92;
sonstiges Fleisch;SELBSTVERSORGUNGSGRAD in %;2006;85;
